accession	MGE
NZ_CP018792	plasmid
NZ_CP018794	plasmid
NZ_CP018795	plasmid
NZ_AP018257	plasmid
NZ_AP018258	plasmid
NZ_AP018259	plasmid
NZ_AP018260	plasmid
NZ_AP018261	plasmid
NZ_AP018263	plasmid
NZ_AP018262	plasmid
NC_015390	plasmid
NZ_CP026605	plasmid
NC_019727	plasmid
NC_019728	plasmid
NC_019752	plasmid
NC_010335	plasmid
NC_010333	plasmid
NZ_CP033873	plasmid
NZ_CP033874	plasmid
NZ_CP028515	plasmid
NZ_CP022197	plasmid
NZ_CP004394	plasmid
NZ_CP004395	plasmid
NZ_CP004396	plasmid
NZ_CP004398	plasmid
NZ_CP021407	plasmid
NZ_CP021409	plasmid
NZ_CP021408	plasmid
NZ_CP021411	plasmid
NZ_CP023526	plasmid
NZ_CP033935	plasmid
NC_004720	plasmid
NZ_CP018096	plasmid
NC_007900	plasmid
NZ_CP015200	plasmid
NZ_CP015201	plasmid
NZ_CP033927	plasmid
NC_002182	plasmid
NC_017286	plasmid
NC_015217	plasmid
NC_017288	plasmid
NC_018633	plasmid
NC_018636	plasmid
NC_018638	plasmid
NC_018640	plasmid
NC_018635	plasmid
NC_018639	plasmid
NC_018634	plasmid
NC_018637	plasmid
NZ_CP033060	plasmid
NZ_CP033916	plasmid
NZ_CP033913	plasmid
NZ_CP013294	plasmid
NZ_LT993739	plasmid
NZ_LS992155	plasmid
NZ_AP018282	plasmid
NZ_AP018283	plasmid
NZ_AP018285	plasmid
NZ_AP018286	plasmid
NZ_AP018287	plasmid
NZ_CP029496	plasmid
NZ_CP033919	plasmid
NC_008242	plasmid
NC_008243	plasmid
NC_008244	plasmid
NZ_CP034172	plasmid
NC_019699	plasmid
NC_019696	plasmid
NC_007430	plasmid
NC_017435	plasmid
NC_017433	plasmid
NC_017438	plasmid
NC_019272	plasmid
NC_020979	plasmid
NC_020947	plasmid
NC_020962	plasmid
NC_020989	plasmid
NC_020951	plasmid
NC_020952	plasmid
NC_020984	plasmid
NC_020956	plasmid
NC_020983	plasmid
NC_020957	plasmid
NC_021051	plasmid
NC_021049	plasmid
NC_023057	plasmid
NZ_CP007132	plasmid
NZ_CP010568	plasmid
NZ_CP010570	plasmid
NZ_CP010572	plasmid
NZ_CP015295	plasmid
NZ_CP015297	plasmid
NZ_CP015299	plasmid
NZ_CP015301	plasmid
NZ_CP015303	plasmid
NZ_CP015305	plasmid
NZ_CP015307	plasmid
NZ_CP018053	plasmid
NZ_CP011133	plasmid
NZ_CP011609	plasmid
NZ_CP011607	plasmid
NZ_CP011606	plasmid
NZ_CP011605	plasmid
NZ_CP011604	plasmid
NZ_CP011603	plasmid
NZ_CP011653	plasmid
NZ_CP011652	plasmid
NZ_CP011651	plasmid
NZ_CP016765	plasmid
NZ_CP022152	plasmid
NZ_CP022276	plasmid
NZ_CP022277	plasmid
NZ_CP024882	plasmid
NZ_CP033743	plasmid
NZ_CP037738	plasmid
NZ_CP037739	plasmid
NZ_CP037740	plasmid
NZ_CP037741	plasmid
NZ_LS992177	plasmid
NZ_LS992178	plasmid
NZ_LS992179	plasmid
NC_009793	plasmid
NC_009794	plasmid
NZ_CP022075	plasmid
NZ_CP023528	plasmid
NZ_CP026699	plasmid
NZ_CP026710	plasmid
NC_013717	plasmid
NC_013718	plasmid
NC_013719	plasmid
NZ_CP029730	plasmid
NZ_CP029728	plasmid
NZ_CP026215	plasmid
NZ_CP026214	plasmid
NZ_CP036436	plasmid
NZ_CP037862	plasmid
NC_001988	plasmid
NC_017296	plasmid
NC_015686	plasmid
NC_015688	plasmid
NZ_CP009688	plasmid
NZ_CP014175	plasmid
NZ_CP026601	plasmid
NZ_CP026603	plasmid
NZ_LN908214	plasmid
NC_009700	plasmid
NC_010379	plasmid
NC_010418	plasmid
NC_010680	plasmid
NC_012654	plasmid
NC_012657	plasmid
NC_009496	plasmid
NC_017298	plasmid
NC_015419	plasmid
NC_018653	plasmid
NZ_CP014146	plasmid
NZ_CP013687	plasmid
NZ_CP013708	plasmid
NZ_CP013842	plasmid
NZ_CP013846	plasmid
NZ_CP013852	plasmid
NZ_CP013851	plasmid
NZ_CP014221	plasmid
NZ_CP014220	plasmid
NZ_CP014172	plasmid
NZ_CP028860	plasmid
NZ_CP031099	plasmid
NZ_CP031096	plasmid
NZ_CP022465	plasmid
NZ_CP013354	plasmid
NZ_CP014706	plasmid
NZ_CP013240	plasmid
NZ_CP018631	plasmid
NZ_CP033215	plasmid
NZ_CP033217	plasmid
NZ_CP015757	plasmid
NC_009479	plasmid
NC_009478	plasmid
NC_010408	plasmid
NC_010399	plasmid
NZ_CP011046	plasmid
NZ_CP012575	plasmid
NZ_CP012574	plasmid
NZ_CP021037	plasmid
NZ_CP021036	plasmid
NZ_CP029459	plasmid
NZ_CP029460	plasmid
NC_021183	plasmid
NC_003042	plasmid
NZ_CP013041	plasmid
NZ_CP013043	plasmid
NZ_CP013045	plasmid
NZ_CP013040	plasmid
NZ_CP013038	plasmid
NZ_CP023412	plasmid
NZ_CP023411	plasmid
NZ_CP016088	plasmid
NZ_CP023672	plasmid
NZ_CP017256	plasmid
NZ_CP017255	plasmid
NZ_CP017254	plasmid
NC_004565	plasmid
NC_022778	plasmid
NZ_CP014171	plasmid
NZ_CP020716	plasmid
NZ_CP020717	plasmid
NZ_CP009963	plasmid
NC_010813	plasmid
NC_004704	plasmid
NC_009726	plasmid
NC_010115	plasmid
NC_011526	plasmid
NC_010258	plasmid
NZ_CP013668	plasmid
NZ_CP020617	plasmid
NZ_CP018006	plasmid
NZ_CP035111	plasmid
NZ_CP004352	plasmid
NZ_CP004351	plasmid
NC_020553	plasmid
NC_020523	plasmid
NZ_CP009221	plasmid
NZ_CP025210	plasmid
NZ_CP006765	plasmid
NC_004320	plasmid
NC_004319	plasmid
NC_009343	plasmid
NZ_CP007723	plasmid
NZ_CP007725	plasmid
NZ_CP010452	plasmid
NZ_CP012412	plasmid
NZ_CP014329	plasmid
NZ_CP016336	plasmid
NZ_CP018174	plasmid
NC_020303	plasmid
NC_003080	plasmid
NZ_CP033785	plasmid
NZ_CP033786	plasmid
NZ_CP007792	plasmid
NZ_CP007791	plasmid
NC_021920	plasmid
NZ_CP009250	plasmid
NZ_CP033899	plasmid
NZ_CP010871	plasmid
NZ_CP010872	plasmid
NZ_CP033088	plasmid
NZ_CP009252	plasmid
NZ_CP021253	plasmid
NZ_CP021254	plasmid
NZ_CP009584	plasmid
NZ_CP016283	plasmid
NZ_CP016284	plasmid
NC_019733	plasmid
NC_019734	plasmid
NC_019754	plasmid
NC_019735	plasmid
NC_019736	plasmid
NC_019755	plasmid
NC_019737	plasmid
NC_019756	plasmid
NC_023024	plasmid
NC_023025	plasmid
NZ_CP013942	plasmid
NZ_CP011772	plasmid
NC_009780	plasmid
NC_009779	plasmid
NC_020263	plasmid
NC_020261	plasmid
NC_020262	plasmid
NZ_CP011048	plasmid
NZ_CP011050	plasmid
NZ_CP011049	plasmid
NZ_CP012255	plasmid
NZ_CP012256	plasmid
NZ_CP027110	plasmid
NZ_CP028976	plasmid
NZ_CP021994	plasmid
NC_013283	plasmid
NC_013285	plasmid
NC_013284	plasmid
NZ_CP012258	plasmid
NC_021086	plasmid
NZ_CP012356	plasmid
NC_007974	plasmid
NC_007971	plasmid
NC_007972	plasmid
NZ_CP026547	plasmid
NZ_CP026545	plasmid
NC_015724	plasmid
NZ_CP017760	plasmid
NZ_CP038636	plasmid
NZ_CP038637	plasmid
NZ_CP038640	plasmid
NZ_CP033971	plasmid
NC_007336	plasmid
NC_007337	plasmid
NC_019777	plasmid
NC_011880	plasmid
NC_011885	plasmid
NC_011882	plasmid
NC_013160	plasmid
NC_013163	plasmid
NC_013167	plasmid
NC_013168	plasmid
NC_011721	plasmid
NC_011723	plasmid
NC_011727	plasmid
NC_010539	plasmid
NC_010541	plasmid
NC_010542	plasmid
NC_010543	plasmid
NC_014533	plasmid
NC_014534	plasmid
NC_014502	plasmid
NC_014503	plasmid
NC_014504	plasmid
NC_014535	plasmid
NC_011738	plasmid
NC_011737	plasmid
NC_011730	plasmid
NC_011732	plasmid
NC_011733	plasmid
NC_011734	plasmid
NC_021918	plasmid
NZ_CP029777	plasmid
NZ_CP029776	plasmid
NZ_CP029775	plasmid
NZ_CP029778	plasmid
NZ_CP007052	plasmid
NC_018066	plasmid
NC_018067	plasmid
NZ_CP012662	plasmid
NZ_CP012663	plasmid
NC_012109	plasmid
NZ_CP026540	plasmid
NZ_CP026542	plasmid
NZ_CP026541	plasmid
NZ_CP026543	plasmid
NC_013940	plasmid
NC_012528	plasmid
NC_012527	plasmid
NC_012529	plasmid
NZ_AP017379	plasmid
NZ_CP021082	plasmid
NZ_CP021083	plasmid
NZ_CP021084	plasmid
NZ_CP021085	plasmid
NC_008010	plasmid
NC_017805	plasmid
NC_017791	plasmid
NC_017792	plasmid
NC_017806	plasmid
NC_017793	plasmid
NC_012797	plasmid
NC_012795	plasmid
NZ_CP011128	plasmid
NZ_CP008890	plasmid
NC_019789	plasmid
NC_019790	plasmid
NC_015169	plasmid
NC_015162	plasmid
NC_015170	plasmid
NC_015163	plasmid
NC_006140	plasmid
NC_000958	plasmid
NC_000959	plasmid
NC_013224	plasmid
NZ_CP026519	plasmid
NZ_CP034185	plasmid
NZ_CP034187	plasmid
NZ_CP034188	plasmid
NZ_CP034189	plasmid
NC_020305	plasmid
NC_018026	plasmid
NC_008741	plasmid
NC_017311	plasmid
NC_005863	plasmid
NZ_CP031160	plasmid
NZ_CP031162	plasmid
NZ_CP031161	plasmid
NZ_CP031164	plasmid
NZ_CP025004	plasmid
NZ_CP015450	plasmid
NZ_CP015451	plasmid
NZ_CP015452	plasmid
NZ_CP015454	plasmid
NC_009955	plasmid
NC_009956	plasmid
NC_009957	plasmid
NC_009959	plasmid
NZ_CP017455	plasmid
NZ_CP027239	plasmid
NZ_CP027240	plasmid
NZ_CP006666	plasmid
NZ_CP028814	plasmid
NZ_CP028815	plasmid
NZ_CP016445	plasmid
NC_013509	plasmid
NZ_CP016375	plasmid
NZ_CP014607	plasmid
NC_015963	plasmid
NZ_CP011586	plasmid
NZ_CP011585	plasmid
NZ_CP011864	plasmid
NZ_CP011866	plasmid
NZ_CP026187	plasmid
NZ_CP026191	plasmid
NZ_CP026190	plasmid
NZ_CP026195	plasmid
NZ_CP032740	plasmid
NC_014108	plasmid
NZ_CP021779	plasmid
NZ_CP012368	plasmid
NZ_CP012386	plasmid
NZ_CP022931	plasmid
NC_004669	plasmid
NC_004670	plasmid
NC_018223	plasmid
NC_018222	plasmid
NZ_CP019514	plasmid
NZ_CP015885	plasmid
NZ_CP022486	plasmid
NZ_CP022487	plasmid
NZ_CP028286	plasmid
NZ_AP018540	plasmid
NZ_AP018545	plasmid
NZ_AP018547	plasmid
NZ_CP028721	plasmid
NZ_CP028722	plasmid
NZ_CP028723	plasmid
NZ_CP028725	plasmid
NC_017962	plasmid
NC_017032	plasmid
NC_017024	plasmid
NC_017023	plasmid
NC_020208	plasmid
NC_021995	plasmid
NC_021988	plasmid
NC_021989	plasmid
NC_021996	plasmid
NC_021990	plasmid
NZ_CP006031	plasmid
NZ_CP011829	plasmid
NZ_CP011831	plasmid
NZ_CP011283	plasmid
NZ_CP011285	plasmid
NZ_CP012431	plasmid
NZ_CP012435	plasmid
NZ_CP012434	plasmid
NZ_CP012433	plasmid
NZ_CP012463	plasmid
NZ_CP016165	plasmid
NZ_CP016168	plasmid
NZ_CP016167	plasmid
NZ_CP016169	plasmid
NZ_CP014532	plasmid
NZ_CP018067	plasmid
NZ_CP018068	plasmid
NZ_CP018069	plasmid
NZ_CP018070	plasmid
NZ_CP018829	plasmid
NZ_CP018826	plasmid
NZ_CP018834	plasmid
NZ_CP018833	plasmid
NZ_CP019211	plasmid
NZ_CP019212	plasmid
NZ_CP019972	plasmid
NZ_CP019974	plasmid
NZ_CP019975	plasmid
NZ_CP019976	plasmid
NZ_CP023427	plasmid
NZ_CP018131	plasmid
NZ_CP018132	plasmid
NZ_CP017796	plasmid
NZ_CP017801	plasmid
NZ_CP017791	plasmid
NZ_CP023782	plasmid
NZ_CP023783	plasmid
NZ_CP023787	plasmid
NZ_CP023788	plasmid
NZ_CP023797	plasmid
NZ_CP023798	plasmid
NZ_CP023792	plasmid
NZ_CP023793	plasmid
NZ_CP023806	plasmid
NZ_CP023807	plasmid
NZ_CP023802	plasmid
NZ_CP023803	plasmid
NZ_CP023810	plasmid
NZ_CP023811	plasmid
NZ_CP027508	plasmid
NZ_CP027510	plasmid
NZ_CP027514	plasmid
NZ_CP027515	plasmid
NZ_CP027516	plasmid
NZ_CP027519	plasmid
NZ_CP027502	plasmid
NZ_CP027503	plasmid
NZ_CP027505	plasmid
NZ_CP020487	plasmid
NZ_CP020491	plasmid
NZ_CP032309	plasmid
NZ_CP033210	plasmid
NZ_CP033211	plasmid
NZ_CP033212	plasmid
NZ_CP025686	plasmid
NZ_CP035138	plasmid
NZ_CP035222	plasmid
NZ_CP028728	plasmid
NZ_LN999989	plasmid
NZ_LT598667	plasmid
NZ_LT598668	plasmid
NZ_LR134107	plasmid
NZ_LR134108	plasmid
NZ_LR134111	plasmid
NZ_LR134112	plasmid
NZ_LR134113	plasmid
NZ_LR135173	plasmid
NZ_LR135183	plasmid
NZ_LR135184	plasmid
NZ_LR135187	plasmid
NZ_LR135188	plasmid
NZ_LR135189	plasmid
NZ_LR135190	plasmid
NZ_LR135176	plasmid
NZ_LR135178	plasmid
NZ_LR135193	plasmid
NZ_LR135194	plasmid
NZ_LR135195	plasmid
NZ_LR135196	plasmid
NZ_LR135237	plasmid
NZ_LR135238	plasmid
NZ_LR135240	plasmid
NZ_LR135241	plasmid
NZ_LR135242	plasmid
NZ_LR135200	plasmid
NZ_LR135201	plasmid
NZ_LR135202	plasmid
NZ_LR135229	plasmid
NZ_LR135231	plasmid
NZ_LR135232	plasmid
NZ_LR135233	plasmid
NZ_LR135234	plasmid
NZ_LR135205	plasmid
NZ_LR135208	plasmid
NZ_LR135222	plasmid
NZ_LR135224	plasmid
NZ_LR135225	plasmid
NZ_LR135280	plasmid
NZ_LR135283	plasmid
NZ_LR135284	plasmid
NZ_LR135285	plasmid
NZ_LR135286	plasmid
NZ_LR135261	plasmid
NZ_LR135262	plasmid
NZ_LR135263	plasmid
NZ_LR135264	plasmid
NZ_LR135265	plasmid
NZ_LR135266	plasmid
NZ_LR135267	plasmid
NZ_LR135268	plasmid
NZ_LR135269	plasmid
NZ_LR135246	plasmid
NZ_LR135248	plasmid
NZ_LR135249	plasmid
NZ_LR135250	plasmid
NZ_LR135251	plasmid
NZ_LR135252	plasmid
NZ_LR135253	plasmid
NZ_LR135257	plasmid
NZ_LR135289	plasmid
NZ_LR135291	plasmid
NZ_LR135292	plasmid
NZ_LR135296	plasmid
NZ_LR135300	plasmid
NZ_LR135301	plasmid
NZ_LR135302	plasmid
NZ_LR135303	plasmid
NZ_LR135304	plasmid
NZ_LR135305	plasmid
NZ_LR135306	plasmid
NZ_LR135312	plasmid
NZ_LR135313	plasmid
NZ_LR135314	plasmid
NZ_LR135315	plasmid
NZ_LR135316	plasmid
NZ_LR135332	plasmid
NZ_LR135336	plasmid
NZ_LR135337	plasmid
NZ_LR135338	plasmid
NZ_LR135342	plasmid
NZ_LR135343	plasmid
NZ_LR135326	plasmid
NZ_LR135328	plasmid
NZ_LR135329	plasmid
NZ_LR135330	plasmid
NZ_LR135319	plasmid
NZ_LR135321	plasmid
NZ_LR135322	plasmid
NZ_LR135323	plasmid
NZ_LR135346	plasmid
NZ_LR135347	plasmid
NZ_LR135348	plasmid
NZ_LR135349	plasmid
NZ_LR135350	plasmid
NZ_LR135387	plasmid
NZ_LR135388	plasmid
NZ_LR135389	plasmid
NZ_LR135390	plasmid
NZ_LR135391	plasmid
NZ_LR135392	plasmid
NZ_LR135393	plasmid
NZ_LR135376	plasmid
NZ_LR135377	plasmid
NZ_LR135378	plasmid
NZ_LR135379	plasmid
NZ_LR135380	plasmid
NZ_LR135381	plasmid
NZ_LR135382	plasmid
NZ_LR135383	plasmid
NZ_LR135367	plasmid
NZ_LR135368	plasmid
NZ_LR135369	plasmid
NZ_LR135370	plasmid
NZ_LR135371	plasmid
NZ_LR135353	plasmid
NZ_LR135354	plasmid
NZ_LR135355	plasmid
NZ_LR135356	plasmid
NZ_LR135359	plasmid
NZ_LR135360	plasmid
NZ_LR135361	plasmid
NZ_LR135362	plasmid
NZ_LR135363	plasmid
NZ_LR135403	plasmid
NZ_LR135404	plasmid
NZ_LR135405	plasmid
NZ_LR135406	plasmid
NZ_LR135407	plasmid
NZ_LR135396	plasmid
NZ_LR135397	plasmid
NZ_LR135398	plasmid
NZ_LR135399	plasmid
NZ_LR135400	plasmid
NZ_LR135416	plasmid
NZ_LR135417	plasmid
NZ_LR135418	plasmid
NZ_LR135410	plasmid
NZ_LR135411	plasmid
NZ_LR135412	plasmid
NZ_LR135413	plasmid
NZ_LR135431	plasmid
NZ_LR135432	plasmid
NZ_LR135433	plasmid
NZ_LR135434	plasmid
NZ_LR135437	plasmid
NZ_LR135438	plasmid
NZ_LR135439	plasmid
NZ_LR135440	plasmid
NZ_LR135441	plasmid
NZ_LR135442	plasmid
NZ_LR135491	plasmid
NZ_LR135492	plasmid
NZ_LR135493	plasmid
NZ_LR135494	plasmid
NZ_LR135495	plasmid
NZ_LR135496	plasmid
NZ_LR135477	plasmid
NZ_LR135485	plasmid
NZ_LR135486	plasmid
NZ_LR135487	plasmid
NZ_LR135784	plasmid
NZ_LR135785	plasmid
NC_015845	plasmid
NZ_CP008900	plasmid
NZ_CP010365	plasmid
NZ_CP010366	plasmid
NZ_CP010367	plasmid
NZ_CP010364	plasmid
NZ_CP012166	plasmid
NZ_CP010382	plasmid
NZ_CP010381	plasmid
NZ_CP010375	plasmid
NZ_CP011569	plasmid
NZ_CP011660	plasmid
NZ_CP011658	plasmid
NZ_CP027141	plasmid
NZ_CP029125	plasmid
NZ_CP029124	plasmid
NZ_CP030009	plasmid
NZ_CP030008	plasmid
NZ_CP030346	plasmid
NZ_CP030348	plasmid
NZ_CP030349	plasmid
NZ_CP031570	plasmid
NZ_CP031566	plasmid
NZ_CP031572	plasmid
NZ_CP031576	plasmid
NZ_CP032843	plasmid
NZ_CP032844	plasmid
NZ_CP032845	plasmid
NZ_CP032846	plasmid
NZ_CP032847	plasmid
NZ_CP036312	plasmid
NZ_CP035388	plasmid
NZ_CP035389	plasmid
NZ_CP032896	plasmid
NZ_CP032894	plasmid
NC_016515	plasmid
NZ_CP017280	plasmid
NC_022879	plasmid
NC_022883	plasmid
NC_022880	plasmid
NC_022884	plasmid
NC_022881	plasmid
NZ_CP018062	plasmid
NZ_CP025472	plasmid
NZ_AP018163	plasmid
NZ_CP010360	plasmid
NZ_CP012164	plasmid
NZ_CP019842	plasmid
NZ_CP019843	plasmid
NZ_CP033801	plasmid
NZ_CP033802	plasmid
NZ_CP033803	plasmid
NZ_CP033804	plasmid
NZ_CP033805	plasmid
NZ_CP033806	plasmid
NZ_CP033807	plasmid
NC_021492	plasmid
NZ_CP012488	plasmid
NZ_CP012489	plasmid
NZ_CP012490	plasmid
NZ_CP025224	plasmid
NZ_CP023514	plasmid
NZ_CP023513	plasmid
NZ_CP033739	plasmid
NZ_CP033741	plasmid
NC_009425	plasmid
NZ_CP021875	plasmid
NZ_CP021877	plasmid
NZ_LR027556	plasmid
NC_013973	plasmid
NC_013972	plasmid
NC_013957	plasmid
NZ_CP024971	plasmid
NZ_CP015441	plasmid
NC_014304	plasmid
NZ_CP013214	plasmid
NZ_CP022727	plasmid
NC_013263	plasmid
NC_013265	plasmid
NC_013264	plasmid
NC_013954	plasmid
NC_017442	plasmid
NC_017443	plasmid
NC_017446	plasmid
NC_017447	plasmid
NC_017444	plasmid
NC_010697	plasmid
NC_010693	plasmid
NC_010699	plasmid
NC_010696	plasmid
NC_010695	plasmid
NZ_CP024284	plasmid
NZ_CP024283	plasmid
NZ_CP025679	plasmid
NZ_CP025678	plasmid
NZ_CP034214	plasmid
NC_002128	plasmid
NC_002127	plasmid
NC_011419	plasmid
NC_011413	plasmid
NC_011416	plasmid
NC_011407	plasmid
NC_011408	plasmid
NC_011411	plasmid
NC_013655	plasmid
NC_013354	plasmid
NC_013366	plasmid
NC_013367	plasmid
NC_013368	plasmid
NC_007941	plasmid
NC_009838	plasmid
NC_009786	plasmid
NC_009790	plasmid
NC_009788	plasmid
NC_009787	plasmid
NC_009789	plasmid
NC_009791	plasmid
NC_010488	plasmid
NC_010485	plasmid
NC_010486	plasmid
NC_010487	plasmid
NC_011350	plasmid
NC_011351	plasmid
NC_013010	plasmid
NC_011747	plasmid
NC_011603	plasmid
NC_011602	plasmid
NC_017627	plasmid
NC_013369	plasmid
NC_013362	plasmid
NC_013363	plasmid
NC_014543	plasmid
NC_016904	plasmid
NC_016903	plasmid
NC_017629	plasmid
NC_017630	plasmid
NC_017659	plasmid
NC_017637	plasmid
NC_017636	plasmid
NC_017722	plasmid
NC_017723	plasmid
NC_017721	plasmid
NC_017645	plasmid
NC_017642	plasmid
NC_017639	plasmid
NC_017643	plasmid
NZ_CP006634	plasmid
NZ_CP006633	plasmid
NC_017647	plasmid
NC_017648	plasmid
NC_017649	plasmid
NC_017650	plasmid
NC_017654	plasmid
NC_017658	plasmid
NC_017655	plasmid
NC_017661	plasmid
NC_017665	plasmid
NC_017662	plasmid
NC_017907	plasmid
NC_017903	plasmid
NZ_HG941720	plasmid
NC_018654	plasmid
NC_018652	plasmid
NC_018659	plasmid
NC_018666	plasmid
NC_018660	plasmid
NC_018662	plasmid
NC_018663	plasmid
NC_022650	plasmid
NC_022662	plasmid
NC_022649	plasmid
NC_022661	plasmid
NZ_CP006264	plasmid
NZ_CP007134	plasmid
NZ_CP008807	plasmid
NZ_CP008958	plasmid
NZ_CP009074	plasmid
NZ_CP005932	plasmid
NZ_CP010318	plasmid
NZ_CP009169	plasmid
NZ_CP010879	plasmid
NZ_CP010878	plasmid
NZ_CP010877	plasmid
NC_022741	plasmid
NZ_CP011135	plasmid
NZ_CP011137	plasmid
NZ_CP011138	plasmid
NZ_CP011139	plasmid
NZ_CP011140	plasmid
NZ_CP011141	plasmid
NZ_CP011142	plasmid
NZ_CP011143	plasmid
NZ_CP011336	plasmid
NZ_CP011337	plasmid
NZ_CP011333	plasmid
NZ_CP011338	plasmid
NZ_CP011334	plasmid
NZ_CP030792	plasmid
NZ_CP030793	plasmid
NZ_CP006640	plasmid
NZ_CP006639	plasmid
NZ_CP006638	plasmid
NZ_CP006637	plasmid
NZ_CP011496	plasmid
NZ_CP012637	plasmid
NZ_CP012638	plasmid
NZ_CP012628	plasmid
NZ_CP012629	plasmid
NZ_CP012630	plasmid
NZ_CP012803	plasmid
NZ_CP012804	plasmid
NZ_CP008716	plasmid
NZ_CP008717	plasmid
NZ_CP008718	plasmid
NZ_CP008719	plasmid
NZ_CP008720	plasmid
NZ_CP008721	plasmid
NZ_CP014198	plasmid
NZ_CP014319	plasmid
NZ_CP014318	plasmid
NZ_CP014317	plasmid
NZ_CP011064	plasmid
NZ_CP011066	plasmid
NZ_CP011067	plasmid
NZ_CP015144	plasmid
NZ_CP015142	plasmid
NZ_CP015143	plasmid
NZ_CP015073	plasmid
NZ_CP015078	plasmid
NZ_CP022729	plasmid
NZ_CP015845	plasmid
NZ_CP016009	plasmid
NZ_CP015913	plasmid
NZ_CP015917	plasmid
NZ_CP016547	plasmid
NZ_CP016550	plasmid
NZ_CP016551	plasmid
NZ_CP016405	plasmid
NZ_CP017445	plasmid
NZ_CP017441	plasmid
NZ_CP017670	plasmid
NZ_CP018107	plasmid
NZ_CP018108	plasmid
NZ_CP018119	plasmid
NZ_CP018120	plasmid
NZ_CP018125	plasmid
NZ_CP018126	plasmid
NZ_CP018113	plasmid
NZ_CP018114	plasmid
NZ_CP017845	plasmid
NZ_CP018244	plasmid
NZ_CP018248	plasmid
NZ_CP018242	plasmid
NZ_CP018208	plasmid
NZ_CP010118	plasmid
NZ_CP010120	plasmid
NZ_CP010127	plasmid
NZ_CP010128	plasmid
NZ_CP010155	plasmid
NZ_CP010156	plasmid
NZ_CP010159	plasmid
NZ_CP010162	plasmid
NZ_CP010161	plasmid
NZ_CP010166	plasmid
NZ_CP010165	plasmid
NZ_CP010175	plasmid
NZ_CP010182	plasmid
NZ_CP010185	plasmid
NZ_CP010188	plasmid
NZ_CP010189	plasmid
NZ_CP010190	plasmid
NZ_CP010193	plasmid
NZ_CP010194	plasmid
NZ_CP010195	plasmid
NZ_CP010199	plasmid
NZ_CP010198	plasmid
NZ_CP010201	plasmid
NZ_CP010202	plasmid
NZ_CP010203	plasmid
NZ_CP010204	plasmid
NZ_CP010205	plasmid
NZ_CP010209	plasmid
NZ_CP010208	plasmid
NZ_CP010211	plasmid
NZ_CP010210	plasmid
NZ_CP010212	plasmid
NZ_CP010216	plasmid
NZ_CP010217	plasmid
NZ_CP010218	plasmid
NZ_CP010223	plasmid
NZ_CP010225	plasmid
NZ_CP010224	plasmid
NZ_CP010227	plasmid
NZ_CP010241	plasmid
NZ_CP010245	plasmid
NZ_CP028466	plasmid
NZ_CP028467	plasmid
NZ_CP019908	plasmid
NZ_CP019906	plasmid
NZ_CP019907	plasmid
NZ_CP018945	plasmid
NZ_CP018943	plasmid
NZ_CP018942	plasmid
NZ_CP018941	plasmid
NZ_CP018940	plasmid
NZ_CP018950	plasmid
NZ_CP018963	plasmid
NZ_CP018967	plasmid
NZ_CP018966	plasmid
NZ_CP018972	plasmid
NZ_CP018971	plasmid
NZ_CP018978	plasmid
NZ_CP018988	plasmid
NZ_CP018987	plasmid
NZ_CP018986	plasmid
NZ_CP018985	plasmid
NZ_CP018984	plasmid
NZ_CP019003	plasmid
NZ_CP019004	plasmid
NZ_CP018981	plasmid
NZ_CP018980	plasmid
NZ_CP019025	plasmid
NZ_CP019024	plasmid
NZ_CP019023	plasmid
NZ_CP019022	plasmid
NZ_CP019021	plasmid
NZ_CP018997	plasmid
NZ_CP018996	plasmid
NZ_CP017222	plasmid
NZ_CP017223	plasmid
NZ_CP017224	plasmid
NZ_CP017225	plasmid
NZ_CP020836	plasmid
NZ_CP021205	plasmid
NZ_CP021176	plasmid
NZ_CP021210	plasmid
NZ_CP032876	plasmid
NZ_CP028586	plasmid
NZ_CP034965	plasmid
NZ_CP034960	plasmid
NZ_CP034961	plasmid
NZ_CP034962	plasmid
NZ_CP034957	plasmid
NZ_CP034954	plasmid
NZ_CP034955	plasmid
NZ_CP032889	plasmid
NZ_CP032881	plasmid
NZ_CP032882	plasmid
NZ_CP032883	plasmid
NZ_CP032884	plasmid
NZ_CP032885	plasmid
NZ_CP032886	plasmid
NZ_CP032887	plasmid
NZ_CP032424	plasmid
NZ_CP032420	plasmid
NZ_CP032421	plasmid
NZ_CP032422	plasmid
NZ_CP032423	plasmid
NZ_CP021680	plasmid
NZ_CP021721	plasmid
NZ_CP021735	plasmid
NZ_CP021938	plasmid
NZ_CP022052	plasmid
NZ_CP022158	plasmid
NZ_CP022159	plasmid
NZ_CP018626	plasmid
NZ_CP022688	plasmid
NZ_CP023358	plasmid
NZ_CP023355	plasmid
NZ_CP023354	plasmid
NZ_CP023379	plasmid
NZ_CP023369	plasmid
NZ_CP023373	plasmid
NZ_CP023375	plasmid
NZ_CP023374	plasmid
NZ_AP017622	plasmid
NZ_AP017619	plasmid
NZ_AP017614	plasmid
NZ_AP017615	plasmid
NZ_AP017616	plasmid
NZ_CP023532	plasmid
NZ_CP030922	plasmid
NZ_CP023895	plasmid
NZ_CP023905	plasmid
NZ_CP023898	plasmid
NZ_CP023904	plasmid
NZ_CP023902	plasmid
NZ_CP023901	plasmid
