MGE,ARG,ARO Accession,Genome,Predicted_gene_name,Predicted_host,Associated_drug_class,MajorClass
P-P,qacEdelta1,ARO:3005010,CP057753.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NC_021654.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_AP019819.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_AP023428.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP007729.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP016381.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP016381.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP018956.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP019054.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP019262.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP021835.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP021842.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP021846.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP021897.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP025141.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP025144.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP025147.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP027613.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP029181.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP029244.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP030285.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP032183.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP033251.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP033632.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP034755.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP034755.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP034789.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP037929.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP040928.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP055258.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP055600.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062816.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062827.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062833.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062839.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062884.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP062896.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP066814.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP068233.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP074117.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_CP076548.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_KP453775.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_LT985263.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MG196293.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MG196293.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MG825383.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MH763829.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MN178640.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MN629346.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MN922301.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,NZ_MN961666.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,CP042617.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP010154.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP029493.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP034755.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP059289.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP063488.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_CP070907.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_LR130553.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacL ,ARO:3005098,NZ_MN510447.1,AAZ42322.1,Vibrio cholerae ,disinfecting agents and intercalating dyes,multidrug
P-P,QepA2,ARO:3004103,NZ_KX928752.1,ACF70723.1,Escherichia coli ,fluoroquinolone antibiotic,multidrug
P-P,QnrB1,ARO:3002714,NZ_CP037929.1,ABC86904.2,Klebsiella pneumoniae ,fluoroquinolone antibiotic,quinolone
P-P,QnrB1,ARO:3002714,NZ_CP050364.1,ABC86904.2,Klebsiella pneumoniae ,fluoroquinolone antibiotic,quinolone
P-P,QnrB1,ARO:3002714,NZ_CP050364.1,ABC86904.2,Klebsiella pneumoniae ,fluoroquinolone antibiotic,quinolone
P-P,QnrB1,ARO:3002714,NZ_MN922301.1,ABC86904.2,Klebsiella pneumoniae ,fluoroquinolone antibiotic,quinolone
P-P,QnrB10,ARO:3002724,NZ_CP016381.1,ABG56269.1,Citrobacter freundii ,fluoroquinolone antibiotic,quinolone
P-P,QnrB20,ARO:3002735,CP017387.1,BAG55487.1,Escherichia coli ,fluoroquinolone antibiotic,quinolone
P-P,QnrB20,ARO:3002735,NZ_CP017778.1,BAG55487.1,Escherichia coli ,fluoroquinolone antibiotic,quinolone
P-P,QnrB22,ARO:3002737,NZ_MH763829.1,ACS71746.1,Citrobacter werkmanii ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP010131.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP010243.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP033379.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP034590.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP053046.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP063350.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP063469.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP063477.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP063502.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_CP068934.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS1,ARO:3002790,NZ_LR883966.1,ABF47469.1,Salmonella enterica subsp. enterica serovar Bovismorbificans ,fluoroquinolone antibiotic,quinolone
P-P,QnrS11,ARO:3004624,CP042894.1,AFM45990.1,Escherichia coli ,fluoroquinolone antibiotic,quinolone
P-P,QnrS11,ARO:3004624,NZ_CP044294.1,AFM45990.1,Escherichia coli ,fluoroquinolone antibiotic,quinolone
P-P,QnrS2,ARO:3002791,NZ_CP070289.2,ABF47470.1,Salmonella enterica subsp. enterica serovar Anatum ,fluoroquinolone antibiotic,quinolone
P-P,QnrS2,ARO:3002791,NZ_CP072806.1,ABF47470.1,Salmonella enterica subsp. enterica serovar Anatum ,fluoroquinolone antibiotic,quinolone
P-P,rmtB ,ARO:3000860,NZ_KX928752.1,CAP07796.1,Escherichia coli ,aminoglycoside antibiotic,aminoglycoside
P-P,rmtF ,ARO:3002666,NZ_CP045677.1,AFJ11385.1,Klebsiella pneumoniae ,aminoglycoside antibiotic,aminoglycoside
P-P,rmtF ,ARO:3002666,NZ_CP050364.1,AFJ11385.1,Klebsiella pneumoniae ,aminoglycoside antibiotic,aminoglycoside
P-P,rmtF ,ARO:3002666,NZ_CP079728.1,AFJ11385.1,Klebsiella pneumoniae ,aminoglycoside antibiotic,aminoglycoside
P-P,rsmA ,ARO:3005069,IMGVR_UViG_3300020256_000001,AAC16242.1,Pseudomonas aeruginosa ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,multidrug
P-P,rsmA ,ARO:3005069,IMGVR_UViG_3300020367_000002,AAC16242.1,Pseudomonas aeruginosa ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,multidrug
P-P,rsmA ,ARO:3005069,IMGVR_UViG_3300020383_000005,AAC16242.1,Pseudomonas aeruginosa ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,multidrug
P-P,rsmA ,ARO:3005069,IMGVR_UViG_3300027967_000006,AAC16242.1,Pseudomonas aeruginosa ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,multidrug
P-P,rsmA ,ARO:3005069,uvig_394467,AAC16242.1,Pseudomonas aeruginosa ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,multidrug
P-P,SHV-1,ARO:3001059,NZ_CP027613.1,ACR66323.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,SHV-12,ARO:3001071,NZ_CP016381.1,AHN60527.1,Enterobacter cloacae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,SHV-12,ARO:3001071,NZ_CP058165.1,AHN60527.1,Enterobacter cloacae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,SHV-12,ARO:3001071,NZ_CP061960.1,AHN60527.1,Enterobacter cloacae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,SHV-12,ARO:3001071,NZ_MH763829.1,AHN60527.1,Enterobacter cloacae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,SHV-12,ARO:3001071,NZ_MK433207.1,AHN60527.1,Enterobacter cloacae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,Ssui_ACT_CHL ,ARO:3004455,GCA_002610805.1,BAC11901.1,Streptococcus suis ,phenicol antibiotic,phenicol
P-P,sul1,ARO:3000410,CP017387.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,CP057733.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,CP057740.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,CP057753.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NC_021654.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_AP018351.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_AP019819.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_AP023428.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP007729.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP010146.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP016381.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP016381.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP016381.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP017778.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP018956.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP019054.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP019262.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP021203.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP021835.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP021842.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP021846.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP021897.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP025141.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP025144.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP025147.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP027613.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP029181.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP029244.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP030285.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP032183.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP033251.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP033632.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP034755.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP034755.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP034755.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP034755.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP034789.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP037929.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP040928.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP055258.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP055600.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062816.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062827.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062833.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062839.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062884.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP062896.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP066814.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP068233.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP074117.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_CP076548.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_KP453775.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_LT985263.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MG196293.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MG196293.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MG825383.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MH763829.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MH763829.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MN178640.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MN629346.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MN922301.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul1,ARO:3000410,NZ_MN961666.1,AEJ33969.1,Vibrio fluvialis ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,CP017387.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,CP034786.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,CP042894.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,Gammaproteobacteria_gi_452322300,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,Gammaproteobacteria_gi_565643352,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NC_023031.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_AP023428.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP010146.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP010243.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP017778.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP018956.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP019262.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP021835.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP023025.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP025141.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP025144.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
P-P,sul2,ARO:3000412,NZ_CP025147.1,AAL59753.1,Vibrio cholerae ,sulfonamide antibiotic;sulfone antibiotic,sulfonamide
